host_genus_species	host_genus	host_sp	host_subsp	host_status_2021	host_order	host_fam	host_continent	zoo_loc2	same_continent	zoo_type	vaccine	v_class	v_fam	v_sp	v_strain	sample_size	sample_size_class	positive_sample	host_pop	collection_year_range	collection_firstyear	collection_lastyear	number_faciliti	blodd_collection	paper_ID	pub_year	paper_per_year	reviewer	issue	search
Bubalus bubalis	Bubalus	bubalis		NA	Cetartiodactyla	Bovidae	"Africa; Europe; Asia; North America; South America; Oceania"	Asia	yes			IV	Caliciviridae	hepatitis e virus		1	<=5	0	domestic	2005-2010	2005	2010			Song et al, 2013	2013	2	JV	ok	2022
Saimiri boliviensis boliviensis	Saimiri	boliviensis		LC	Primates	Cebidae	South America	North America	no	zoo	no	VI	Retroviridae	simian foamy virus		7	<=10	1	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Saimiri boliviensis peruviensis	Saimiri	boliviensis		LC	Primates	Cebidae	South America	North America	no	zoo	no	VI	Retroviridae	simian foamy virus		7	<=10	0	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Capra hircus	Capra	hircus		NA	Cetartiodactyla	Bovidae	"Asia; Europe; Africa"	Asia	yes			IV	Caliciviridae	hepatitis e virus		3	<=5	2	domestic	2005-2010	2005	2010			Song et al, 2013	2013	2	JV	ok	2022
Capra hircus	Capra	hircus		NA	Cetartiodactyla	Bovidae	"Asia; Europe; Africa"	Asia	yes			IV	Caliciviridae	hepatitis e virus		7	<=10	1	domestic	2005-2010	2005	2010			Song et al, 2013	2013	2	JV	ok	2022
Callithrix pygmaea	Callithrix	pygmaea		LC	Primates	Callitrichidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		1	<=5	1	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Saimiri sciureus	Saimiri	sciureus		LC	Primates	Cebidae	South America	North America	no	zoo	no	VI	Retroviridae	simian foamy virus		11	<=50	0	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Cebus albifrons	Cebus	albifrons		LC	Primates	Cebidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		7	<=10	3	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Lagothrix lagothricha	Lagothrix	lagothricha		VU	Primates	Atelidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		2	<=5	2	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Lagothrix lagotricha	Lagothrix	lagothricha		VU	Primates	Atelidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		14	<=50	6	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Sapajus apella	Sapajus	apella		LC	Primates	Cebidae	South America	North America	no	zoo	no	VI	Retroviridae	simian foamy virus		40	<=50	37	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Pithecia monachus	Pithecia	monachus		LC	Primates	Pitheciidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		3	<=5	0	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Equus asinus asinus	Equus	asinus	asinus	NA	Perissodactyla	Equidae	Asia, Africa	North America	no			IV	Flaviviridae	west nile virus		2	<=5	2	domestic	2005	2005	2005			Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Antilope cervicapra	Antilope	cervicapra		LC	Cetartiodactyla	Bovidae	Asia	North America	no	zoo	no	IV	Flaviviridae	west nile virus		4	<=5	4	captive	2005	2005	2005	2	not_specified	Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Saguinus fusicollis	Saguinus	fusicollis		LC	Primates	Callitrichidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		3	<=5	0	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Capra walie	Capra	walie		VU	Cetartiodactyla	Bovidae	Africa	North America	no	zoo	no	IV	Flaviviridae	west nile virus		3	<=5	3	captive	2005	2005	2005	2	not_specified	Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Saguinus labiatus	Saguinus	labiatus		LC	Primates	Callitrichidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		1	<=5	1	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Herpailurus yagouaroundi	Herpailurus	yagouaroundi		LC	Carnivora	Felidae	South America, Central America, North America	North America	yes	zoo	no	IV	Flaviviridae	west nile virus		3	<=5	3	captive	2005	2005	2005	2	not_specified	Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Kobus ellipsiprymnus	Kobus	ellipsiprymnus		LC	Cetartiodactyla	Bovidae	Africa	North America	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	1	captive	2005	2005	2005	2	not_specified	Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Equus caballus	Equus	caballus		NA	Perissodactyla	Equidae	Africa	Asia	no			IV	Caliciviridae	hepatitis e virus		1	<=5	0	domestic	2005-2010	2005	2010			Song et al, 2013	2013	2	JV	ok	2022
Lama guanicoe	Lama	guanicoe		LC	Cetartiodactyla	Camelidae	South America	North America	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	1	captive	2005	2005	2005	2	not_specified	Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Leopardus weddelii	Leopardus	wiedii		LC	Carnivora	Felidae	South America, Central America, North America	North America	yes	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	2	captive	2005	2005	2005	2	not_specified	Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Panthera onca	Panthera	onca		NT	Carnivora	Felidae	"North America; South America"	North America	yes	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	1	captive	2005	2005	2005	2	not_specified	Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Panthera tigris	Panthera	tigris		EN	Carnivora	Felidae	Asia	North America	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	1	captive	2005	2005	2005	2	not_specified	Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Saimiri boliviensis peruviensis	Saimiri	boliviensis		LC	Primates	Cebidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		4	<=5	0	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Procyon lotor	Procyon	lotor		LC	Carnivora	Procyonidae	North America	North America	yes	zoo	no	IV	Flaviviridae	west nile virus		2	<=5	2	captive	2005	2005	2005	2	not_specified	Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Lama glama	Lama	glama		NA	Cetartiodactyla	Camelidae	South America	Asia	no			IV	Caliciviridae	hepatitis e virus		8	<=10	0	domestic	2005-2010	2005	2010			Song et al, 2013	2013	2	JV	ok	2022
Saimiri sciureus	Saimiri	sciureus		LC	Primates	Cebidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		6	<=10	0	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Saimiri species	Saimiri			NA	Primates	Cebidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		1	<=5	1	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Tragelaphus oryx	Tragelaphus	oryx		LC	Cetartiodactyla	Bovidae	Africa	North America	no	zoo	no	IV	Flaviviridae	west nile virus		1	<=5	1	captive	2005	2005	2005	2	not_specified	Hidalgo Martinez et al, 2008	2008	1	SF	ok	2022
Sapajus apella	Sapajus	apella		LC	Primates	Cebidae	South America	South America	yes	zoo	no	VI	Retroviridae	simian foamy virus		32	<=50	29	captive	NA	NA	NA	4	not_specified	Ghersi et al, 2015	2015	4	PVL	ok	2023
Acinonyx jubatus	Acinonyx	jubatus		VU	Carnivora	Felidae	Africa	North America	no	zoo	no	IV	Coronaviridae	feline coronavirus		10	<=10	3	captive	1999	1999	1999	6		Kennedy et al, 2001	2001	1	PVL	ok	2023
Acinonyx jubatus	Acinonyx	jubatus		VU	Carnivora	Felidae	Africa	North America	no	zoo	no	IV	Coronaviridae	feline coronavirus		12	<=50	2	captive	1999	1999	1999	6		Kennedy et al, 2001	2001	1	PVL	ok	2023
Cercopithecus neglectus	Cercopithecus	neglectus		LC	Primates	Cercopithecidae	Africa	Asia	no	zoo	no	I	Herpesviridae	Cercopithecine herpesvirus 1		1	<=5	0	captive	2004-2005	2004	2005	4	not_specified	Lee et al, 2007	2007	1	PVL	ok	2023
Erythrocebus patas	Erythrocebus	patas		NT	Primates	Cercopithecidae	Africa	Asia	no	zoo	no	I	Herpesviridae	Cercopithecine herpesvirus 1		5	<=5	0	captive	2004-2005	2004	2005	4	not_specified	Lee et al, 2007	2007	1	PVL	ok	2023
Ovis aries	Ovis	aries		NA	Cetartiodactyla	Bovidae	"Europe; Asia"	Asia	yes			IV	Caliciviridae	hepatitis e virus		5	<=5	1	domestic	2005-2010	2005	2010			Song et al, 2013	2013	2	JV	ok	2022
Macaca cyclopis	Macaca	cyclopis		LC	Primates	Cercopithecidae	Asia	Asia	yes	zoo	no	I	Herpesviridae	Cercopithecine herpesvirus 1		61	>50	36	captive	2004-2005	2004	2005	4	not_specified	Lee et al, 2007	2007	1	PVL	ok	2023
Macaca fascicularis	Macaca	fascicularis		VU	Primates	Cercopithecidae	Asia	Asia	yes	zoo	no	I	Herpesviridae	Cercopithecine herpesvirus 1		58	>50	8	captive	2004-2005	2004	2005	4	not_specified	Lee et al, 2007	2007	1	PVL	ok	2023
Macaca nemastrina	Macaca	nemestrina		VU	Primates	Cercopithecidae	Asia	Asia	yes	zoo	no	I	Herpesviridae	Cercopithecine herpesvirus 1		6	<=10	0	captive	2004-2005	2004	2005	4	not_specified	Lee et al, 2007	2007	1	PVL	ok	2023
Mandrillus sphinx	Mandrillus	sphinx		VU	Primates	Cercopithecidae	Africa	Asia	no	zoo	no	I	Herpesviridae	Cercopithecine herpesvirus 1		1	<=5	0	captive	2004-2005	2004	2005	4	not_specified	Lee et al, 2007	2007	1	PVL	ok	2023
Papio anubis	Papio	anubis		LC	Primates	Cercopithecidae	Africa	Asia	no	zoo	no	I	Herpesviridae	Cercopithecine herpesvirus 1		28	<=50	19	captive	2004-2005	2004	2005	4	not_specified	Lee et al, 2007	2007	1	PVL	ok	2023
Aepyceros melampus	Aepyceros	melampus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Alces alces	Alces	alces		LC	Cetartiodactyla	Cervidae	"Europe; Asia; North America"	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		5	<=5	1	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Antilope cervicapra	Antilope	cervicapra		LC	Cetartiodactyla	Bovidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Axis axis	Axis	axis		LC	Cetartiodactyla	Cervidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Axis porcinus	Axis	porcinus		EN	Cetartiodactyla	Cervidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Babyrousa celebensis	Babyrousa	celebensis		VU	Cetartiodactyla	Suidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	1	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Bison bison	Bison	bison		NT	Cetartiodactyla	Bovidae	North America	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	1	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		7	<=10	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Bos gaurus	Bos	gaurus		VU	Cetartiodactyla	Bovidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Bos grunniens	Bos	grunniens		NA	Cetartiodactyla	Bovidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		11	<=50	3	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Bos javanicus	Bos	javanicus		EN	Cetartiodactyla	Bovidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	1	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Camelus bactrianus	Camelus	bactrianus		NA	Cetartiodactyla	Camelidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		6	<=10	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Capra aegagrus hircus	Capra	aegagrus	hircus	NT	Cetartiodactyla	Bovidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		4	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Bos taurus taurus hinterwald	Bos	taurus	taurus hinterwald	NA	Cetartiodactyla	Bovidae	Europe	Europe	yes			IV	Caliciviridae	hepatitis e virus		1	<=5	0	domestic	2000-2016	2000	2016			Spahr et al, 2017	2017	3	JV	ok	2022
Bos taurus taurus limpurger	Bos	taurus	taurus limpurger	NA	Cetartiodactyla	Bovidae	Europe	Europe	yes			IV	Caliciviridae	hepatitis e virus		4	<=5	0	domestic	2000-2016	2000	2016			Spahr et al, 2017	2017	3	JV	ok	2022
Cephalophus natalensis	Cephalophus	natalensis		LC	Cetartiodactyla	Bovidae	"North America; South America"	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Ceratotherium simum	Ceratotherium	sinum		NT	Perissodactyla	Rhinocerotidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		4	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Camelus bactrianus	Camelus	bactrianus		NA	Cetartiodactyla	Camelidae	Asia	Europe	no			IV	Caliciviridae	hepatitis e virus		2	<=5	0	domestic	2000-2016	2000	2016			Spahr et al, 2017	2017	3	JV	ok	2022
Dama dama	Dama	dama		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Elaphurus davidianus	Elaphurus	davidianus		EW	Cetartiodactyla	Cervidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		4	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Capra hircus domestic congo dwarf	Capra	hircus	domestic congo dwarf	NA	Cetartiodactyla	Bovidae	"Asia; Europe; Africa"	Europe	yes			IV	Caliciviridae	hepatitis e virus		4	<=5	1	domestic	2000-2016	2000	2016			Spahr et al, 2017	2017	3	JV	ok	2022
Capra hircus domestic damara	Capra	hircus	domestic damara	NA	Cetartiodactyla	Bovidae	"Asia; Europe; Africa"	Europe	yes			IV	Caliciviridae	hepatitis e virus		4	<=5	1	domestic	2000-2016	2000	2016			Spahr et al, 2017	2017	3	JV	ok	2022
Capra hircus domestic bezoar	Capra	hircus	domestic bezoar	NA	Cetartiodactyla	Bovidae	"Asia; Europe; Africa"	Europe	yes			IV	Caliciviridae	hepatitis e virus		8	<=10	0	domestic	2000-2016	2000	2016			Spahr et al, 2017	2017	3	JV	ok	2022
Elephas maximus	Elephas	maximus		EN	Proboscidea	Elephantidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		10	<=10	5	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Equus africanus asinus	Equus	africanus	asinus	CR	Perissodactyla	Equidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Equus asinus Poitou	Equus	asinus	Poitou	NA	Perissodactyla	Equidae	Europe	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Equus caballus przewalskii	Equus	caballus	przewalskii	EN	Perissodactyla	Equidae	"Asia; Europe"	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Equus ferus caballus	Equus	ferus	caballus	EN	Perissodactyla	Equidae	"Europe; Asia; Africa; Northern America; South America; Oceania"	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Equus grevyi	Equus	grevyi		EN	Perissodactyla	Equidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		7	<=10	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Equus hemionus	Equus	hemionus		NT	Perissodactyla	Equidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		7	<=10	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Giraffa camelopardalis reticulata	Giraffa	camelopardalis	reticulata	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		3	<=5	1	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Giraffa camelopardalis rothschildi	Giraffa	camelopardalis	rothschildi	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		3	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Hexaprotodon liberiensis	Hexaprotodon	liberiensis		EN	Cetartiodactyla	Hippopotamidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		3	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Equus asinus Poitou	Equus	asinus	Poitou	NA	Perissodactyla	Equidae	Europe	Europe	yes			IV	Caliciviridae	hepatitis e virus		3	<=5	1	domestic	2000-2016	2000	2016			Spahr et al, 2017	2017	3	JV	ok	2022
Hippotragus equinus	Hippotragus	equinus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Equus caballus caballus dulmen	Equus	caballus	caballus dulmen	NA	Perissodactyla	Equidae	Europe	Europe	yes			IV	Caliciviridae	hepatitis e virus		1	<=5	0	domestic	2000-2016	2000	2016			Spahr et al, 2017	2017	3	JV	ok	2022
Hydropotes inermis	Hydropotes	inermis		VU	Cetartiodactyla	Cervidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Kobus ellipsiprymnus	Kobus	ellipsiprymnus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Kobus megaceros	Kobus	megaceros		EN	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Lama glama	Lama	glama		NA	Cetartiodactyla	Camelidae	South America	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		3	<=5	1	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Oryx dammah	Oryx	dammah		EW	Cetartiodactyla	Bovidae	"Asia; Africa"	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		16	<=50	2	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Oryx gazella gazella	Oryx	gazella	gazella	LC	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		6	<=10	1	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Lama pacos domestic	Lama	pacos	domestic	NA	Cetartiodactyla	Camelidae	South America	Europe	no			IV	Caliciviridae	hepatitis e virus		11	<=50	0	domestic	2000-2016	2000	2016			Spahr et al, 2017	2017	3	JV	ok	2022
Oryx leucoryx	Oryx	leucoryx		VU	Cetartiodactyla	Bovidae	"Asia; Africa"	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		4	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Potamochoerus porcus	Potamochoerus	porcus		LC	Cetartiodactyla	Suidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	yes	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Rhinoceros unicornis	Rhinoceros	unicornis		VU	Perissodactyla	Rhinocerotidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Rucervus duvaucelii	Rucervus	duvauceli		VU	Cetartiodactyla	Cervidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		4	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Rucervus eldii	Rucervus	eldii		EN	Cetartiodactyla	Cervidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Rusa alfredi	Rusa	alfredi		EN	Cetartiodactyla	Cervidae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	1	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Ovis aries cameroon	Ovis	aries	cameroon	NA	Cetartiodactyla	Bovidae	Africa	Europe	no			IV	Caliciviridae	hepatitis e virus		4	<=5	0	domestic	2000-2016	2000	2016			Spahr et al, 2017	2017	3	JV	ok	2022
Syncerus caffer nanus	Syncerus	caffer	nanus	NT	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Tapirus terrestris	Tapirus	terrestris		VU	Perissodactyla	Tapiridae	Asia	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		1	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Tragelaphus eurycerus	Tragelaphus	euryceros		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		4	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Tragelaphus imberbis	Tragelaphus	imberbis		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		3	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Tragelaphus spekii	Tragelaphus	spekii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		11	<=50	3	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Tragelaphus strepsiceros	Tragelaphus	strepsiceros		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		3	<=5	1	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
Vicugna pacos	Vicugna	pacos		LC	Cetartiodactyla	Camelidae	South America	Europe	no	zoo	no	V	Bunyaviridae	schmallenberg virus		2	<=5	0	captive	2011-2014	2011	2014	2	not_specified	Molenaar et al, 2015	2015	7	PVL	ok	2023
